"number","title","date","slug","tags"
381,"degradation meaning and examples","2025-09-06","/degradation/","English, noun"
382,"demotion meaning and examples","2025-09-06","/demotion/","English, noun"
383,"demote meaning and examples","2025-09-06","/demote/","English, verb"
384,"deposit meaning and examples","2025-09-06","/deposit/","English, noun, verb"
385,"dictation meaning and examples","2025-09-06","/dictation/","English, noun"
386,"discard meaning and examples","2025-09-06","/discard/","English, verb, noun"
387,"disclose meaning and examples","2025-09-06","/disclose/","English, verb"
388,"dismissal meaning and examples","2025-09-06","/dismissal/","English, noun"
389,"dull meaning and examples","2025-09-06","/dull/","English, adjective, verb"
390,"encore meaning and examples","2025-09-06","/encore/","English, noun, verb"
391,"enviable meaning and examples","2025-09-06","/enviable/","English, adjective"
392,"evasion meaning and examples","2025-09-06","/evasion/","English, noun"
393,"excavate meaning and examples","2025-09-06","/excavate/","English, verb"
394,"exemplify meaning and examples","2025-09-06","/exemplify/","English, verb"
395,"fatalism meaning and examples","2025-09-06","/fatalism/","English, noun, philosophy"
396,"felony meaning and examples","2025-09-06","/felony/","English, noun"
397,"fray meaning and examples","2025-09-06","/fray/","English, verb, noun"
398,"hassle meaning and examples","2025-09-06","/hassle/","English, noun, verb"
399,"improvise meaning and examples","2025-09-06","/improvise/","English, verb"
400,"improvisation meaning and examples","2025-09-06","/improvisation/","English, noun"
401,"jubilation meaning and examples","2025-09-06","/jubilation/","English, noun"
402,"lament meaning and examples","2025-09-06","/lament/","English, verb, noun"
403,"invariable meaning and examples","2025-09-06","/invariable/","English, adjective"
404,"penitence meaning and examples","2025-09-06","/penitence/","English, noun"
405,"misdemeanor meaning and examples","2025-09-06","/misdemeanor/","English, noun"
406,"precision meaning and examples","2025-09-06","/precision/","English, noun"
407,"predicament meaning and examples","2025-09-06","/predicament/","English, noun"
408,"moralize meaning and examples","2025-09-06","/moralize/","English, verb"
409,"praise meaning and examples","2025-09-06","/praise/","English, verb, noun"
410,"qualify meaning and examples","2025-09-06","/qualify/","English, verb"
411,"remedy meaning and examples","2025-09-06","/remedy/","English, noun, verb"
412,"sanitize meaning and examples","2025-09-06","/sanitize/","English, verb"
413,"rivalry meaning and examples","2025-09-06","/rivalry/","English, noun"
414,"ovation meaning and examples","2025-09-06","/ovation/","English, noun"
415,"sobriety meaning and examples","2025-09-06","/sobriety/","English, noun"
416,"spontaneous meaning and examples","2025-09-06","/spontaneous/","English, adjective"
417,"stun meaning and examples","2025-09-06","/stun/","English, verb"
418,"subtlety meaning and examples","2025-09-06","/subtlety/","English, noun"
419,"submerge meaning and examples","2025-09-06","/submerge/","English, verb"
420,"underachieve meaning and examples","2025-09-06","/underachieve/","English, verb"
421,"underact meaning and examples","2025-09-06","/underact/","English, verb"
422,"undermine meaning and examples","2025-09-06","/undermine/","English, verb"
423,"underestimate meaning and examples","2025-09-06","/underestimate/","English, verb"
424,"But that's not always the case meaning and examples","2025-09-06","/but-that-is-not-always-the-case/","English, phrase, sentence"
425,"tangible meaning and examples","2025-09-06","/tangible/","English, adjective"
426,"compulsory meaning and examples","2025-09-06","/compulsory/","English, adjective"
427,"abolish meaning and examples","2025-09-07","/abolish/","English, verb"
428,"ambiguous meaning and examples","2025-09-07","/ambiguous/","English, adjective"
429,"authentic meaning and examples","2025-09-07","/authentic/","English, adjective"
430,"conceit meaning and examples","2025-09-07","/conceit/","English, noun, adjective"
431,"consequent meaning and examples","2025-09-07","/consequent/","English, adjective"
432,"cursory meaning and examples","2025-09-07","/cursory/","English, adjective"
433,"demolish meaning and examples","2025-09-07","/demolish/","English, verb"
434,"devastate meaning and examples","2025-09-07","/devastate/","English, verb"
435,"dignify meaning and examples","2025-09-07","/dignify/","English, verb"
436,"eminent meaning and examples","2025-09-07","/eminent/","English, adjective"
437,"enlist meaning and examples","2025-09-07","/enlist/","English, verb"
438,"envious meaning and examples","2025-09-07","/envious/","English, adjective"
439,"endure meaning and examples","2025-09-07","/endure/","English, verb"
440,"forfeit meaning and examples","2025-09-07","/forfeit/","English, verb, noun"
441,"hoarse meaning and examples","2025-09-07","/hoarse/","English, adjective"
442,"immature meaning and examples","2025-09-07","/immature/","English, adjective"
443,"imminent meaning and examples","2025-09-07","/imminent/","English, adjective"
444,"lofty meaning and examples","2025-09-07","/lofty/","English, adjective"
445,"mandatory meaning and examples","2025-09-07","/mandatory/","English, adjective"
446,"pacify meaning and examples","2025-09-07","/pacify/","English, verb"
447,"persistent meaning and examples","2025-09-07","/persistent/","English, adjective"
448,"perpetual meaning and examples","2025-09-07","/perpetual/","English, adjective"
449,"pervasive meaning and examples","2025-09-07","/pervasive/","English, adjective"
450,"placid meaning and examples","2025-09-07","/placid/","English, adjective"
451,"precarious meaning and examples","2025-09-07","/precarious/","English, adjective"
452,"proficient meaning and examples","2025-09-07","/proficient/","English, adjective"
453,"prominent meaning and examples","2025-09-07","/prominent/","English, adjective"
454,"redundant meaning and examples","2025-09-07","/redundant/","English, adjective"
455,"relay meaning and examples","2025-09-07","/relay/","English, noun, verb"
456,"relinquish meaning and examples","2025-09-07","/relinquish/","English, verb"
457,"repugnant meaning and examples","2025-09-07","/repugnant/","English, adjective"
458,"skeptical meaning and examples","2025-09-07","/skeptical/","English, adjective"
459,"subsequent meaning and examples","2025-09-07","/subsequent/","English, adjective"
460,"subtle meaning and examples","2025-09-07","/subtle/","English, adjective"
461,"superficial meaning and examples","2025-09-07","/superficial/","English, adjective"
462,"superstitious meaning and examples","2025-09-07","/superstitious/","English, adjective"
463,"vacate meaning and examples","2025-09-07","/vacate/","English, verb"
464,"versatile meaning and examples","2025-09-07","/versatile/","English, adjective"
465,"vicious meaning and examples","2025-09-07","/vicious/","English, adjective"
466,"waive meaning and examples","2025-09-07","/waive/","English, verb"
467,"vulnerable meaning and examples","2025-09-07","/vulnerable/","English, adjective"
468,"absolve meaning and examples","2025-09-08","/absolve/","English, verb"
469,"aptitude meaning and examples","2025-09-08","/aptitude/","English, noun"
470,"congregate meaning and examples","2025-09-08","/cogregate/","English, verb"
471,"autopsy meaning and examples","2025-09-08","/autopsy/","English, noun"
472,"competent meaning and examples","2025-09-08","/competent/","English, adjective"
473,"complicity meaning and examples","2025-09-08","/complicity/","English, noun"
474,"confound meaning and examples","2025-09-08","/confound/","English, verb"
475,"connotation meaning and examples","2025-09-08","/connotation/","English, noun"
476,"conviction meaning and examples","2025-09-08","/conviction/","English, noun"
477,"counterpart meaning and examples","2025-09-08","/counterpart/","English, noun"
478,"deceptive meaning and examples","2025-09-08","/deceptive/","English, adjective"
479,"discreet meaning and examples","2025-09-08","/discreet/","English, adjective"
480,"disturb meaning and examples","2025-09-08","/disturb/","English, verb"
481,"dubious meaning and examples","2025-09-08","/dubious/","English, adjective"
482,"egotistical meaning and examples","2025-09-08","/egotistical/","English, adjective"
483,"digest meaning and examples","2025-09-08","/digest/","English, verb, noun"
484,"exceed meaning and examples","2025-09-08","/exceed/","English, verb"
485,"exert meaning and examples","2025-09-08","/exert/","English, verb"
486,"expel meaning and examples","2025-09-08","/expel/","English, verb"
487,"extortion meaning and examples","2025-09-08","/extortion/","English, noun"
488,"hilarious meaning and examples","2025-09-08","/hilarious/","English, adjective"
489,"immediacy meaning and examples","2025-09-08","/immediacy/","English, noun"
490,"induct meaning and examples","2025-09-08","/induct/","English, verb"
491,"inscription meaning and examples","2025-09-08","/inscription/","English, noun"
492,"insulate meaning and examples","2025-09-08","/insulate/","English, verb"
493,"intimidate meaning and examples","2025-09-08","/intimidate/","English, verb"
494,"invent meaning and examples","2025-09-08","/invent/","English, verb"
495,"keen meaning and examples","2025-09-08","/keen/","English, adjective"
496,"latitude meaning and examples","2025-09-08","/latitude/","English, noun"
497,"mediocre meaning and examples","2025-09-08","/mediocre/","English, adjective"
498,"meek meaning and examples","2025-09-08","/meek/","English, adjective"
499,"menial meaning and examples","2025-09-08","/menial/","English, adjective, noun"
500,"multitude meaning and examples","2025-09-08","/multitude/","English, noun"
501,"perplex meaning and examples","2025-09-08","/perplex/","English, verb"
502,"relativity meaning and examples","2025-09-08","/relativity/","English, noun"
503,"relic meaning and examples","2025-09-08","/relic/","English, noun"
504,"residue meaning and examples","2025-09-08","/residue/","English, noun"
505,"resumption meaning and examples","2025-09-08","/resumption/","English, noun"
506,"sanctity meaning and examples","2025-09-08","/sanctity/","English, noun"
507,"sanctuary meaning and examples","2025-09-08","/sanctuary/","English, noun"
508,"sanitation meaning and examples","2025-09-08","/sanitation/","English, noun"
509,"sanity meaning and examples","2025-09-08","/sanity/","English, noun"
510,"solitude meaning and examples","2025-09-08","/solitude/","English, noun"
511,"surplus meaning and examples","2025-09-08","/surplus/","English, noun, adjective"
512,"tardiness meaning and examples","2025-09-08","/tardiness/","English, noun"
513,"temperate meaning and examples","2025-09-08","/temperate/","English, adjective"
514,"transmit meaning and examples","2025-09-08","/transmit/","English, verb"
515,"utterance meaning and examples","2025-09-08","/utterance/","English, noun"
516,"validity meaning and examples","2025-09-08","/validity/","English, noun"
517,"wither meaning and examples","2025-09-08","/wither/","English, verb"
518,"commend meaning and examples","2025-09-08","/commend/","English, verb"
519,"abbreviate meaning and examples","2025-09-09","/abbreviate/","English, verb"
520,"abide meaning and examples","2025-09-09","/abide/","English, verb, phrasal verbs"
521,"account for meaning and examples","2025-09-09","/account-for/","English, phrasal verbs"
522,"act up meaning and examples","2025-09-09","/act-up/","English, phrasal verbs"
523,"add up to meaning and examples","2025-09-09","/add-up-to/","English, phrasal verbs"
524,"allow for meaning and examples","2025-09-09","/allow-for/","English, phrasal verbs"
525,"allude meaning and examples","2025-09-09","/allude/","English, verb"
526,"as follows meaning and examples","2025-09-09","/as-follows/","English, phrase"
527,"as such meaning and examples","2025-09-09","/as-such/","English, adverb, phrases"
528,"at all costs meaning and examples","2025-09-09","/at-all-costs/","English, phrases, idioms"
529,"entrust meaning and examples","2025-09-09","/entrust/","English, verb"
530,"fluctuation meaning and examples","2025-09-09","/fluctuation/","English, noun"
531,"groundwater meaning and examples","2025-09-09","/groundwater/","English, noun"
532,"hardship meaning and examples","2025-09-09","/hardship/","English, noun"
533,"hospitalization meaning and examples","2025-09-09","/hospitalization/","English, noun"
534,"inception meaning and examples","2025-09-09","/inception/","English, noun"
535,"makeup meaning and examples","2025-09-09","/makeup/","English, noun, verb"
536,"metropolis meaning and examples","2025-09-09","/metropolis/","English, noun"
537,"pilgrim meaning and examples","2025-09-09","/pilgrim/","English, noun"
538,"ration meaning and examples","2025-09-09","/ration/","English, noun, verb"
539,"respondent meaning and examples","2025-09-09","/respondent/","English, noun"
540,"scholarship meaning and examples","2025-09-09","/scholarship/","English, noun"
541,"successor meaning and examples","2025-09-09","/successor/","English, noun"
542,"superpower meaning and examples","2025-09-09","/superpower/","English, noun"
543,"terrain meaning and examples","2025-09-09","/terrain/","English, noun"
544,"upbringing meaning and examples","2025-09-09","/upbringing/","English, noun"
545,"workforce meaning and examples","2025-09-09","/workforce/","English, noun"
546,"around the clock meaning and examples","2025-09-09","/around-the-clock/","English, adverb, phrase"
547,"at stake meaning and examples","2025-09-09","/at-stake/","English, phrasal verbs"
548,"attribute meaning and examples","2025-09-09","/attribute/","English, verb, noun"
549,"back down on meaning and examples","2025-09-09","/back-down-on/","English, phrasal verbs"
550,"back off meaning and examples","2025-09-09","/back-off/","English, phrasal verbs"
551,"at large meaning and examples","2025-09-09","/at-large/","English, adverb, phrase"
552,"be apt to meaning and examples","2025-09-09","/be-apt-to/","English, phrasal verbs"
553,"bank on meaning and examples","2025-09-09","/bank-on/","English, phrasal verbs"
554,"be dedicated to meaning and examples","2025-09-09","/be-dedicated-to/","English, phrasal verbs"
555,"be destined to meaning and examples","2025-09-09","/be-destined-to/","English, phrasal verbs"
556,"be entitled to meaning and examples","2025-09-09","/be-entitled-to/","English, phrasal verbs"
557,"be endowed with meaning and examples","2025-09-09","/be-endowed-with/","English, phrasal verbs"
558,"deprive A of B meaning and examples","2025-09-09","/deprive-a-of-b/","English, verb, phrasal verbs"
559,"credit A with B meaning and examples","2025-09-09","/credit-a-with-b/","English, verb, phrasal verbs"
560,"Comparing the U.S. Federal Funds Rate and the Eurozone Deposit Facility Rate","2025-09-10","/ffr-vs-drf-comparison/","Stock, Investment, Forex"
561,"retroactive meaning and examples","2025-09-10","/retroactive/","English, adjective"
562,"endorse meaning and examples","2025-09-11","/endorse/","English, verb"
563,"contribute to meaning and examples","2025-09-12","/contribute-to/","English, phrasal verb"
564,"feed off meaning and examples","2025-09-12","/feed-off/","English, phrasal verbs"
565,"be endeared to meaning and examples","2025-09-12","/be-endeared-to/","English, phrasal verbs"
566,"be exempt from meaning and examples","2025-09-12","/be-exempt-from/","English, phrasal verbs"
567,"be grateful to meaning and examples","2025-09-12","/be-grateful-to/","English, phrasal verbs"
568,"be ignorant of meaning and examples","2025-09-12","/be-ignorant-of/","English, phrasal verbs"
569,"be obsessed with meaning and examples","2025-09-12","/be-obsessed-with/","English, phrasal verbs"
570,"be projected to do meaning and examples","2025-09-12","/be-projected-to-do/","English, phrasal verbs"
571,"be reluctant to meaning and examples","2025-09-12","/be-reluctant-to/","English, phrasal verbs"
572,"be prone to meaning and examples","2025-09-12","/be-prone-to/","English, phrasal verbs"
573,"bid for meaning and examples","2025-09-12","/bid-for/","English, phrasal verbs"
574,"blow up meaning and examples","2025-09-12","/blow-up/","English, phrasal verbs"
575,"bounce back meaning and examples","2025-09-12","/bounce-back/","English, phrasal verbs"
576,"bow out meaning and examples","2025-09-12","/bow-out/","English, phrasal verbs"
577,"break in on meaning and examples","2025-09-12","/break-in-on/","English, phrasal verbs"
578,"break down meaning and examples","2025-09-12","/break-down/","English, phrasal verbs"
579,"bring down meaning and examples","2025-09-12","/bring-down/","English, phrasal verbs"
580,"bring up meaning and examples","2025-09-12","/bring-up/","English, phrasal verbs"
581,"break out meaning and examples","2025-09-12","/break-out/","English, phrasal verbs"
582,"brush off meaning and examples","2025-09-12","/brush-off/","English, phrasal verbs"
583,"brush up on meaning and examples","2025-09-12","/brush-up-on/","English, phrasal verbs"
584,"bump into meaning and examples","2025-09-12","/bump-into/","English, phrasal verbs"
585,"burst into meaning and examples","2025-09-12","/burst-into/","English, phrasal verbs"
586,"call for meaning and examples","2025-09-12","/call-for/","English, phrasal verbs"
587,"burn off meaning and examples","2025-09-12","/burn-off/","English, phrasal verbs"
588,"call off meaning and examples","2025-09-12","/call-off/","English, phrasal verbs"
589,"carry away meaning and examples","2025-09-12","/carry-away/","English, phrasal verbs"
590,"carry out meaning and examples","2025-09-12","/carry-out/","English, phrasal verbs"
591,"be geared towards meaning and examples","2025-09-12","/be-geared-towards/","English, phrasal verbs"
592,"catch on to meaning and examples","2025-09-12","/catch-on-to/","English, phrasal verbs"
593,"carry over to meaning and examples","2025-09-12","/carry-over-to/","English, phrasal verbs"
594,"catch on with meaning and examples","2025-09-12","/catch-on-with/","English, phrasal verbs"
595,"cash in meaning and examples","2025-09-12","/cash-in/","English, phrasal verbs"
596,"catch up on meaning and examples","2025-09-12","/catch-up-on/","English, phrasal verbs"
597,"chip in meaning and examples","2025-09-12","/chip-in/","English, phrasal verbs"
598,"chop up meaning and examples","2025-09-12","/chop-up/","English, phrasal verbs"
599,"check through meaning and examples","2025-09-12","/check-through/","English, phrasal verbs"
600,"cling to meaning and examples","2025-09-12","/cling-to/","English, phrasal verbs"
601,"clear up meaning and examples","2025-09-12","/clear-up/","English, phrasal verbs"
602,"collide with meaning and examples","2025-09-12","/collide-with/","English, phrasal verbs"
603,"come down with meaning and examples","2025-09-12","/come-down-with/","English, phrasal verbs"
604,"come to meaning and examples","2025-09-12","/come-to/","English, phrasal verbs"
605,"charge A with B meaning and examples","2025-09-12","/charge-a-with-b/","English, phrasal verbs"
606,"come up with meaning and examples","2025-09-12","/come-up-with/","English, phrasal verbs"
607,"cope with meaning and examples","2025-09-12","/cope-with/","English, phrasal verbs"
608,"cough up meaning and examples","2025-09-12","/cough-up/","English, phrasal verbs"
609,"cover up meaning and examples","2025-09-12","/cover-up/","English, phrasal verbs"
610,"count on meaning and examples","2025-09-12","/count-on/","English, phrasal verbs"
611,"curl up meaning and examples","2025-09-12","/curl-up/","English, phrasal verbs"
612,"cut back on meaning and examples","2025-09-12","/cut-back-on/","English, phrasal verbs"
613,"cut down on meaning and examples","2025-09-12","/cut-down-on/","English, phrasal verbs"
614,"cover for meaning and examples","2025-09-12","/cover-for/","English, phrasal verbs"
615,"die down meaning and examples","2025-09-12","/die-down/","English, phrasal verbs"
616,"dig up meaning and examples","2025-09-12","/dig-up/","English, phrasal verbs"
617,"drop off meaning and examples","2025-09-12","/drop-off/","English, phrasal verbs"
618,"embark on meaning and examples","2025-09-12","/embark-on/","English, phrasal verbs"
619,"drop out meaning and examples","2025-09-12","/drop-out/","English, phrasal verbs"
620,"fade away meaning and examples","2025-09-12","/fade-away/","English, phrasal verbs"
621,"fall on meaning and examples","2025-09-12","/fall-on/","English, phrasal verbs"
622,"fall for meaning and examples","2025-09-12","/fall-for/","English, phrasal verbs"
623,"fall through meaning and examples","2025-09-12","/fall-through/","English, phrasal verbs"
624,"feel out meaning and examples","2025-09-12","/feel-out/","English, phrasal verbs"
625,"figure on meaning and examples","2025-09-12","/figure-on/","English, phrasal verbs"
626,"figure out meaning and examples","2025-09-12","/figure-out/","English, phrasal verbs"
627,"flip through meaning and examples","2025-09-12","/flip-through/","English, phrasal verbs"
628,"follow up meaning and examples","2025-09-12","/follow-up/","English, phrasal verbs"
629,"foot the bill meaning and examples","2025-09-12","/foot-the-bill/","English, phrasal verbs"
630,"fill A in on B meaning and examples","2025-09-12","/fill-a-in-on-b/","English, phrasal verbs"
631,"for the time being meaning and examples","2025-09-12","/for-the-time-being/","English, adverb, phrases"
632,"flag down meaning and examples","2025-09-12","/flag-down/","English, phrasal verbs"
633,"for all meaning and examples","2025-09-12","/for-all/","English, preposition, phrase"
634,"get away with meaning and examples","2025-09-12","/get-away-with/","English, phrasal verbs"
635,"get by meaning and examples","2025-09-12","/get-by/","English, phrasal verbs"
636,"get on one's nerves meaning and examples","2025-09-12","/get-on-ones-nerves/","English, phrasal verbs"
637,"get around to meaning and examples","2025-09-12","/get-around-to/","English, phrasal verbs"
638,"give off meaning and examples","2025-09-12","/give-off/","English, phrasal verbs"
639,"give oneself up to meaning and examples","2025-09-12","/give-oneself-up-to/","English, phrasal verbs"
640,"give rise to meaning and examples","2025-09-12","/give-rise-to/","English, phrasal verbs"
641,"glare at meaning and examples","2025-09-12","/glare-at/","English, phrasal verbs"
642,"get down to meaning and examples","2025-09-12","/get-down-to/","English, phrasal verbs"
643,"go through meaning and examples","2025-09-12","/go-through/","English, phrasal verbs"
644,"grow into meaning and examples","2025-09-12","/grow-into/","English, phrasal verbs"
645,"hammer out meaning and examples","2025-09-12","/hammer-out/","English, phrasal verbs"
646,"give in to meaning and examples","2025-09-12","/give-in-to/","English, phrasal verbs"
647,"go under meaning and examples","2025-09-12","/go-under/","English, phrasal verbs"
648,"hand out meaning and examples","2025-09-12","/hand-out/","English, phrasal verbs"
649,"hand down meaning and examples","2025-09-12","/hand-down/","English, phrasal verbs"
650,"happen upon meaning and examples","2025-09-12","/happen-upon/","English, phrasal verbs"
651,"hit the roof meaning and examples","2025-09-12","/hit-the-roof/","English, phrasal verbs"
652,"hold back meaning and examples","2025-09-12","/hold-back/","English, phrasal verbs"
653,"have a hand in meaning and examples","2025-09-12","/have-a-hand-in/","English, phrasal verbs"
654,"hinge on meaning and examples","2025-09-12","/hinge-on/","English, phrasal verbs"
655,"subside meaning and examples","2025-09-12","/subside/","English, verb"
656,"shrivel meaning and examples","2025-09-12","/shrivel/","English, verb"
657,"uneven meaning and examples","2025-09-12","/uneven/","English, adjective"
658,"restrict meaning and examples","2025-09-14","/restrict/","English, verb"
659,"hold out meaning and examples","2025-09-15","/hold-out/","English, phrasal verbs"
660,"hold off meaning and examples","2025-09-15","/hold-off/","English, phrasal verbs"
661,"in a row meaning and examples","2025-09-15","/in-a-row/","English, phrase"
662,"in favor of meaning and examples","2025-09-15","/in-favor-of/","English, phrase"
663,"in no way meaning and examples","2025-09-15","/in-no-way/","English, phrase"
664,"in response to meaning and examples","2025-09-15","/in-response-to/","English, phrase"
665,"in shape meaning and examples","2025-09-15","/in-shape/","English, adjective, phrases"
666,"in the meantime meaning and examples","2025-09-15","/in-the-meantime/","English, adverb, phrases"
667,"in terms of meaning and examples","2025-09-15","/in-terms-of/","English, phrase"
668,"in the event of meaning and examples","2025-09-15","/in-the-event-of/","English, phrase"
669,"in turn meaning and examples","2025-09-15","/in-turn/","English, adverb, phrase"
670,"withdraw meaning and examples","2025-09-15","/withdraw/","English, verb"
671,"withhold meaning and examples","2025-09-15","/withhold/","English, verb"
672,"come across meaning and examples","2025-09-16","/come-across/","English, phrasal verbs"
673,"further meaning and examples","2025-09-16","/further/","English, adverb, adjective, verb"
674,"help with meaning and examples","2025-09-16","/help-with/","English, phrasal verbs"
675,"iron out meaning and examples","2025-09-16","/iron-out/","English, phrasal verbs"
676,"pass along meaning and examples","2025-09-16","/pass-along/","English, phrasal verbs"
677,"proceed meaning and examples","2025-09-16","/proceed/","English, verb"
678,"start over meaning and examples","2025-09-16","/start-over/","English, phrasal verbs"
679,"step in meaning and examples","2025-09-16","/step-in/","English, phrasal verbs"
680,"verbatim meaning and examples","2025-09-16","/verbatim/","English, adverb, adjective"
681,"attorney meaning and examples","2025-09-17","/attorney/","English, noun"
682,"impermissible meaning and examples","2025-09-17","/impermissible/","English, adjective"
683,"jurisdiction meaning and examples","2025-09-17","/jurisdiction/","English, noun"
684,"jot down meaning and examples","2025-09-19","/jot-down/","English, phrasal verbs"
685,"forbid meaning and examples","2025-09-20","/forbid/","English, verb"
686,"jump at meaning and examples","2025-09-20","/jump-at/","English, phrasal verbs"
687,"kick in meaning and examples","2025-09-20","/kick-in/","English, phrasal verbs"
688,"knock off meaning and examples","2025-09-20","/knock-off/","English, phrasal verbs"
689,"keep up with meaning and examples","2025-09-20","/keep-up-with/","English, phrasal verbs"
690,"laugh off meaning and examples","2025-09-20","/laugh-off/","English, phrasal verbs"
691,"launch into meaning and examples","2025-09-20","/launch-into/","English, phrasal verbs"
692,"lay down meaning and examples","2025-09-20","/lay-down/","English, phrasal verbs"
693,"lay off meaning and examples","2025-09-20","/lay-off/","English, phrasal verbs"
694,"let off meaning and examples","2025-09-20","/let-off/","English, phrasal verbs"
695,"let up meaning and examples","2025-09-20","/let-up/","English, phrasal verbs"
696,"live off meaning and examples","2025-09-20","/live-off/","English, phrasal verbs"
697,"live up to meaning and examples","2025-09-20","/live-up-to/","English, phrasal verbs"
698,"look out for meaning and examples","2025-09-20","/look-out-for/","English, phrasal verbs"
699,"lose sight of meaning and examples","2025-09-20","/lose-sight-of/","English, phrasal verbs"
700,"make away with meaning and examples","2025-09-20","/make-away-with/","English, phrasal verbs"
701,"make do with meaning and examples","2025-09-20","/make-do-with/","English, phrasal verbs"
702,"make ends meet meaning and examples","2025-09-20","/make-ends-meet/","English, phrasal verbs"
703,"make for meaning and examples","2025-09-20","/make-for/","English, phrasal verbs"
704,"make it meaning and examples","2025-09-20","/make-it/","English, phrasal verbs"
705,"make out meaning and examples","2025-09-20","/make-out/","English, phrasal verbs"
706,"make up for meaning and examples","2025-09-20","/make-up-for/","English, phrasal verbs"
707,"kick out meaning and examples","2025-09-20","/kick-out/","English, phrasal verbs"
708,"map out meaning and examples","2025-09-20","/map-out/","English, phrasal verbs"
709,"mark down meaning and examples","2025-09-20","/mark-down/","English, phrasal verbs, verb"
710,"miss out on meaning and examples","2025-09-20","/miss-out-on/","English, phrasal verbs"
711,"move in with meaning and examples","2025-09-20","/move-in-with/","English, phrasal verbs"
712,"narrow down meaning and examples","2025-09-20","/narrow-down/","English, phrasal verbs"
713,"nothing more than meaning and examples","2025-09-20","/nothing-more-than/","English, phrase"
714,"measure up to meaning and examples","2025-09-20","/measure-up-to/","English, phrasal verbs"
715,"on behalf of meaning and examples","2025-09-20","/on-behalf-of/","English, preposition, phrases"
716,"on a X basis meaning and examples","2025-09-20","/on-a-x-basis/","English, phrase"
717,"on the blink meaning and examples","2025-09-20","/on-the-blink/","English, idiom"
718,"on the spot meaning and examples","2025-09-20","/on-the-spot/","English, adverb, phrases"
719,"prohibit meaning and examples","2025-09-20","/prohibit/","English, verb"
720,"rectify meaning and examples","2025-09-20","/rectify/","English, verb"
721,"opt for meaning and examples","2025-09-21","/opt-for/","English, phrasal verbs"
722,"opt out of meaning and examples","2025-09-21","/opt-out-of/","English, phrasal verbs"
723,"pack away meaning and examples","2025-09-21","/pack-away/","English, phrasal verbs"
724,"pass on meaning and examples","2025-09-21","/pass-on/","English, phrasal verbs"
725,"pass for meaning and examples","2025-09-21","/pass-for/","English, phrasal verbs"
726,"pass out meaning and examples","2025-09-21","/pass-out/","English, phrasal verbs"
727,"pass off as meaning and examples","2025-09-21","/pass-off-as/","English, phrasal verbs"
728,"pass over meaning and examples","2025-09-21","/pass-over/","English, phrasal verbs"
729,"pass up meaning and examples","2025-09-21","/pass-up/","English, phrasal verbs"
730,"pay off meaning and examples","2025-09-21","/pay-off/","English, phrasal verbs"
731,"phase out meaning and examples","2025-09-21","/phase-out/","English, phrasal verbs"
732,"pick on meaning and examples","2025-09-21","/pick-on/","English, phrasal verbs"
733,"pick up meaning and examples","2025-09-21","/pick-up/","English, phrasal verbs"
734,"pitch in meaning and examples","2025-09-21","/pitch-in/","English, phrasal verbs"
735,"play up meaning and examples","2025-09-21","/play-up/","English, phrasal verbs"
736,"play along meaning and examples","2025-09-21","/play-along/","English, phrasal verbs"
737,"polish off meaning and examples","2025-09-21","/polish-off/","English, phrasal verbs"
738,"play down meaning and examples","2025-09-21","/play-down/","English, phrasal verbs"
739,"pour down meaning and examples","2025-09-21","/pour-down/","English, phrasal verbs"
740,"press for meaning and examples","2025-09-21","/press-for/","English, phrasal verbs"
741,"align on meaning and examples","2025-09-22","/align-on/","English, phrasal verbs"
742,"coalesce meaning and examples","2025-09-22","/coalesce/","English, verb"
743,"complement meaning and examples","2025-09-22","/complement/","English, noun, verb"
744,"comprise meaning and examples","2025-09-22","/comprise/","English, verb"
745,"cumbersome meaning and examples","2025-09-22","/cumbersome/","English, adjective"
746,"circumvention meaning and examples","2025-09-22","/circumvention/","English, noun"
747,"ingrain meaning and examples","2025-09-22","/ingrain/","English, verb, adjective"
748,"litigation meaning and examples","2025-09-22","/litigation/","English, noun"
749,"meteorological meaning and examples","2025-09-22","/meteorological/","English, adjective"
750,"oceanographic meaning and examples","2025-09-22","/oceanographic/","English, adjective"
751,"lay out meaning and examples","2025-09-22","/lay-out/","English, phrasal verbs"
752,"retaliation meaning and examples","2025-09-22","/retaliation/","English, noun"
753,"precedence meaning and examples","2025-09-24","/precedence/","English, noun"
754,"get the most out of meaning and examples","2025-09-25","/get-the-most-out-of/","English, phrasal verbs"
755,"in an effort to meaning and examples","2025-09-26","/in-an-effort-to/","English, phrase"
756,"remediation meaning and examples","2025-09-26","/remediation/","English, noun"
757,"tenure meaning and examples","2025-09-26","/tenure/","English, noun"
758,"pull over meaning and examples","2025-09-27","/pull-over/","English, phrasal verbs"
759,"pull through meaning and examples","2025-09-28","/pull-through/","English, phrasal verbs"
760,"pull up meaning and examples","2025-09-28","/pull-up/","English, phrasal verbs"
761,"put A through to B meaning and examples","2025-09-28","/put-a-through-to-b/","English, phrasal verbs"
762,"put forward meaning and examples","2025-09-28","/put-forward/","English, phrasal verbs"
763,"push on meaning and examples","2025-09-28","/push-on/","English, phrasal verbs"
764,"put down money meaning and examples","2025-09-28","/put-down-money/","English, phrasal verbs"
765,"put up with meaning and examples","2025-09-28","/put-up-with/","English, phrasal verbs"
766,"reach out to meaning and examples","2025-09-28","/reach-out-to/","English, phrasal verbs"
